id,x,y,householdID,realizationID,SERIALNO,AGEP,CIT,COW,ENG,PAP,REL,SCHG,SCHL,SEX,DIS,HISP,NATIVITY,persons_income,PINCP,POVPIP,RAC1P,FAGEP,SPORDER
24100257,441175.5216,4625150.821,241,257,241,3,1,-999999,-999999,-999999,7,-999999,1,2,2,2,1,-999999,-999999,364,1,0,4
37400015,437609.9005,4643534.155,374,15,374,35,1,1,-999999,0,0,-999999,21,1,2,1,1,72000,72000,455,1,0,1
37400015,437609.9005,4643534.155,374,15,374,32,1,1,1,0,1,-999999,21,2,2,2,1,45000,45000,455,1,0,2
37400015,437609.9005,4643534.155,374,15,374,4,1,-999999,-999999,-999999,2,1,1,2,2,2,1,-999999,-999999,455,1,0,3
37400015,437609.9005,4643534.155,374,15,374,2,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,455,1,0,4
37400015,437609.9005,4643534.155,374,15,374,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,455,1,0,5
37400043,454830.1327,4616253.766,374,43,374,35,1,1,-999999,0,0,-999999,21,1,2,1,1,72000,72000,455,1,0,1
37400043,454830.1327,4616253.766,374,43,374,32,1,1,1,0,1,-999999,21,2,2,2,1,45000,45000,455,1,0,2
37400043,454830.1327,4616253.766,374,43,374,4,1,-999999,-999999,-999999,2,1,1,2,2,2,1,-999999,-999999,455,1,0,3
37400043,454830.1327,4616253.766,374,43,374,2,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,455,1,0,4
37400043,454830.1327,4616253.766,374,43,374,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,455,1,0,5
37400118,456326.0305,4617454.278,374,118,374,35,1,1,-999999,0,0,-999999,21,1,2,1,1,72000,72000,455,1,0,1
37400118,456326.0305,4617454.278,374,118,374,32,1,1,1,0,1,-999999,21,2,2,2,1,45000,45000,455,1,0,2
37400118,456326.0305,4617454.278,374,118,374,4,1,-999999,-999999,-999999,2,1,1,2,2,2,1,-999999,-999999,455,1,0,3
37400118,456326.0305,4617454.278,374,118,374,2,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,455,1,0,4
37400118,456326.0305,4617454.278,374,118,374,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,455,1,0,5
82000009,429876.3045,4647019.611,820,9,820,28,1,1,-999999,0,0,-999999,22,1,2,1,1,96000,96100,501,1,0,1
82000009,429876.3045,4647019.611,820,9,820,28,1,1,-999999,0,1,-999999,21,2,2,1,1,70000,70000,501,1,0,2
83000077,433477.9402,4627683.776,830,77,830,37,1,1,-999999,0,0,-999999,16,1,2,1,1,62000,62000,501,1,0,1
83000084,433373.0395,4645690.902,830,84,830,37,1,1,-999999,0,0,-999999,16,1,2,1,1,62000,62000,501,1,0,1
83000098,442123.7379,4616083.663,830,98,830,37,1,1,-999999,0,0,-999999,16,1,2,1,1,62000,62000,501,1,0,1
89500003,445603.7938,4619990.446,895,3,895,62,1,1,-999999,0,0,-999999,20,2,2,1,1,7400,7400,340,2,0,1
89500003,445603.7938,4619990.446,895,3,895,67,1,1,-999999,0,1,-999999,16,1,1,1,1,16000,16000,340,2,0,2
89500003,445603.7938,4619990.446,895,3,895,40,1,-999999,-999999,0,2,-999999,16,1,1,1,1,33000,33000,340,2,0,3
89500080,449294.4024,4623539.013,895,80,895,62,1,1,-999999,0,0,-999999,20,2,2,1,1,7400,7400,340,2,0,1
89500080,449294.4024,4623539.013,895,80,895,67,1,1,-999999,0,1,-999999,16,1,1,1,1,16000,16000,340,2,0,2
89500080,449294.4024,4623539.013,895,80,895,40,1,-999999,-999999,0,2,-999999,16,1,1,1,1,33000,33000,340,2,0,3
89500108,447233.3613,4618336.715,895,108,895,62,1,1,-999999,0,0,-999999,20,2,2,1,1,7400,7400,340,2,0,1
89500108,447233.3613,4618336.715,895,108,895,67,1,1,-999999,0,1,-999999,16,1,1,1,1,16000,16000,340,2,0,2
89500108,447233.3613,4618336.715,895,108,895,40,1,-999999,-999999,0,2,-999999,16,1,1,1,1,33000,33000,340,2,0,3
102100027,425558.8474,4650945.081,1021,27,1021,25,1,1,1,0,0,-999999,21,2,2,3,1,21300,21300,190,8,0,1
102100066,445058.1424,4616375.734,1021,66,1021,25,1,1,1,0,0,-999999,21,2,2,3,1,21300,21300,190,8,0,1
152200007,442662.7097,4625133.872,1522,7,1522,78,1,-999999,-999999,0,0,-999999,16,2,2,1,1,11500,15700,155,1,0,1
165300019,431908.0403,4648610.768,1653,19,1653,60,1,1,-999999,0,0,-999999,16,1,2,1,1,50000,50000,395,1,0,1
165300019,431908.0403,4648610.768,1653,19,1653,65,1,-999999,-999999,400,1,-999999,16,2,2,1,1,5400,5400,395,1,0,2
165300051,441302.2051,4626920.613,1653,51,1653,60,1,1,-999999,0,0,-999999,16,1,2,1,1,50000,50000,395,1,0,1
165300051,441302.2051,4626920.613,1653,51,1653,65,1,-999999,-999999,400,1,-999999,16,2,2,1,1,5400,5400,395,1,0,2
201200004,444106.2836,4614518.524,2012,4,2012,66,1,1,-999999,0,0,-999999,16,1,2,1,1,20000,20000,195,2,0,1
201200066,451967.2329,4619142.889,2012,66,2012,66,1,1,-999999,0,0,-999999,16,1,2,1,1,20000,20000,195,2,0,1
201200109,446614.1885,4619776.71,2012,109,2012,66,1,1,-999999,0,0,-999999,16,1,2,1,1,20000,20000,195,2,0,1
215000011,440986.008,4630817.067,2150,11,2150,27,4,1,1,0,0,-999999,16,1,2,22,2,40000,40000,357,8,0,1
215000011,440986.008,4630817.067,2150,11,2150,40,4,1,1,0,12,-999999,19,1,2,22,2,30000,30000,268,8,0,2
215000011,440986.008,4630817.067,2150,11,2150,30,5,1,1,0,12,-999999,16,1,2,22,2,15000,15000,134,8,0,3
215000050,444637.2113,4627937.086,2150,50,2150,27,4,1,1,0,0,-999999,16,1,2,22,2,40000,40000,357,8,0,1
215000050,444637.2113,4627937.086,2150,50,2150,40,4,1,1,0,12,-999999,19,1,2,22,2,30000,30000,268,8,0,2
215000050,444637.2113,4627937.086,2150,50,2150,30,5,1,1,0,12,-999999,16,1,2,22,2,15000,15000,134,8,0,3
215000102,441964.6788,4628363.86,2150,102,2150,27,4,1,1,0,0,-999999,16,1,2,22,2,40000,40000,357,8,0,1
215000102,441964.6788,4628363.86,2150,102,2150,40,4,1,1,0,12,-999999,19,1,2,22,2,30000,30000,268,8,0,2
215000102,441964.6788,4628363.86,2150,102,2150,30,5,1,1,0,12,-999999,16,1,2,22,2,15000,15000,134,8,0,3
225200031,442466.3457,4627443.881,2252,31,2252,45,5,1,4,0,0,-999999,18,2,2,2,2,50000,40001,279,8,0,1
225200031,442466.3457,4627443.881,2252,31,2252,12,1,-999999,1,-999999,2,8,9,2,2,2,1,-999999,-999999,279,8,0,2
225200079,439073.4626,4626773.427,2252,79,2252,45,5,1,4,0,0,-999999,18,2,2,2,2,50000,40001,279,8,0,1
225200079,439073.4626,4626773.427,2252,79,2252,12,1,-999999,1,-999999,2,8,9,2,2,2,1,-999999,-999999,279,8,0,2
225200242,439991.19,4623509.05,2252,242,2252,45,5,1,4,0,0,-999999,18,2,2,2,2,50000,40001,279,8,0,1
225200242,439991.19,4623509.05,2252,242,2252,12,1,-999999,1,-999999,2,8,9,2,2,2,1,-999999,-999999,279,8,0,2
251500027,442590.6323,4628883.747,2515,27,2515,55,5,1,3,0,0,-999999,21,2,2,1,2,30000,30000,460,1,0,1
251500027,442590.6323,4628883.747,2515,27,2515,55,5,1,3,0,1,-999999,23,1,2,1,2,35000,35000,460,1,0,2
350100013,439010.7779,4626312.515,3501,13,3501,44,5,6,3,0,0,-999999,19,1,2,1,2,0,52000,475,1,0,1
351200013,441058.2699,4615814.527,3512,13,3512,21,1,1,-999999,0,0,15,19,2,2,1,1,8000,8100,74,9,0,1
351200013,441058.2699,4615814.527,3512,13,3512,20,1,1,-999999,0,12,15,19,2,2,1,1,2100,2100,19,1,0,2
351200013,441058.2699,4615814.527,3512,13,3512,20,1,1,-999999,0,12,15,19,2,2,1,1,3000,3100,28,1,0,3
351200041,436434.5033,4650588.837,3512,41,3512,21,1,1,-999999,0,0,15,19,2,2,1,1,8000,8100,74,9,0,1
351200041,436434.5033,4650588.837,3512,41,3512,20,1,1,-999999,0,12,15,19,2,2,1,1,2100,2100,19,1,0,2
351200041,436434.5033,4650588.837,3512,41,3512,20,1,1,-999999,0,12,15,19,2,2,1,1,3000,3100,28,1,0,3
360500000,441882.2642,4625657.084,3605,0,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500000,441882.2642,4625657.084,3605,0,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500025,439358.1026,4622795.495,3605,25,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500025,439358.1026,4622795.495,3605,25,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500026,441471.2327,4624719.924,3605,26,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500026,441471.2327,4624719.924,3605,26,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500061,443001.4848,4627075.324,3605,61,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500061,443001.4848,4627075.324,3605,61,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500071,442097.3191,4615044.008,3605,71,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500071,442097.3191,4615044.008,3605,71,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500161,443269.4264,4619350.153,3605,161,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500161,443269.4264,4619350.153,3605,161,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500197,442358.8792,4626685.757,3605,197,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500197,442358.8792,4626685.757,3605,197,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500211,434760.7462,4625290.045,3605,211,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500211,434760.7462,4625290.045,3605,211,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
360500256,443700.5938,4618523.61,3605,256,3605,23,1,2,-999999,0,0,16,22,2,2,1,1,36000,36000,332,1,0,1
360500256,443700.5938,4618523.61,3605,256,3605,22,1,2,-999999,0,11,16,22,2,2,1,1,39000,39000,360,1,0,2
380300029,442572.8698,4617423.592,3803,29,3803,32,1,2,-999999,0,0,-999999,21,2,2,1,1,38000,38000,342,1,0,1
380300029,442572.8698,4617423.592,3803,29,3803,34,1,1,1,0,13,-999999,19,1,2,3,1,6000,6000,54,8,0,2
380300045,442781.284,4615848.184,3803,45,3803,32,1,2,-999999,0,0,-999999,21,2,2,1,1,38000,38000,342,1,0,1
380300045,442781.284,4615848.184,3803,45,3803,34,1,1,1,0,13,-999999,19,1,2,3,1,6000,6000,54,8,0,2
380300049,440587.3399,4615288.424,3803,49,3803,32,1,2,-999999,0,0,-999999,21,2,2,1,1,38000,38000,342,1,0,1
380300049,440587.3399,4615288.424,3803,49,3803,34,1,1,1,0,13,-999999,19,1,2,3,1,6000,6000,54,8,0,2
380300065,442669.4721,4617177.143,3803,65,3803,32,1,2,-999999,0,0,-999999,21,2,2,1,1,38000,38000,342,1,0,1
380300065,442669.4721,4617177.143,3803,65,3803,34,1,1,1,0,13,-999999,19,1,2,3,1,6000,6000,54,8,0,2
436300051,440404.6338,4627677.207,4363,51,4363,75,1,-999999,-999999,0,0,-999999,16,1,1,1,1,23400,25800,465,1,0,1
436300051,440404.6338,4627677.207,4363,51,4363,77,1,-999999,-999999,0,1,-999999,16,2,2,1,1,34500,34500,465,1,0,2
436300151,440271.0095,4624210.23,4363,151,4363,75,1,-999999,-999999,0,0,-999999,16,1,1,1,1,23400,25800,465,1,0,1
436300151,440271.0095,4624210.23,4363,151,4363,77,1,-999999,-999999,0,1,-999999,16,2,2,1,1,34500,34500,465,1,0,2
441800028,442245.7091,4627416.478,4418,28,4418,93,1,-999999,-999999,0,17,-999999,16,2,1,1,1,15400,15400,152,1,0,1
468300111,441754.3091,4626510.682,4683,111,4683,43,1,1,-999999,0,0,-999999,21,1,2,1,1,63000,63000,501,1,0,1
477600051,435971.779,4642762.019,4776,51,4776,67,1,-999999,1,0,0,-999999,19,2,2,2,1,24000,24000,346,1,0,1
477600051,435971.779,4642762.019,4776,51,4776,67,4,-999999,2,0,1,-999999,19,1,1,2,2,19500,19500,346,1,0,2
549700006,440978.0248,4622344.812,5497,6,5497,27,1,1,-999999,0,0,-999999,21,1,2,1,1,75000,76000,501,1,0,1
550100006,444295.1376,4634113.961,5501,6,5501,72,1,-999999,2,0,0,-999999,16,1,1,2,1,35000,35000,422,1,0,1
550100006,444295.1376,4634113.961,5501,6,5501,65,1,-999999,1,0,1,-999999,19,2,1,2,1,17900,17900,422,1,0,2
550100118,438523.9773,4641521.161,5501,118,5501,72,1,-999999,2,0,0,-999999,16,1,1,2,1,35000,35000,422,1,0,1
550100118,438523.9773,4641521.161,5501,118,5501,65,1,-999999,1,0,1,-999999,19,2,1,2,1,17900,17900,422,1,0,2
550100155,443900.3754,4628104.621,5501,155,5501,72,1,-999999,2,0,0,-999999,16,1,1,2,1,35000,35000,422,1,0,1
550100155,443900.3754,4628104.621,5501,155,5501,65,1,-999999,1,0,1,-999999,19,2,1,2,1,17900,17900,422,1,0,2
550100357,437921.5346,4641723.716,5501,357,5501,72,1,-999999,2,0,0,-999999,16,1,1,2,1,35000,35000,422,1,0,1
550100357,437921.5346,4641723.716,5501,357,5501,65,1,-999999,1,0,1,-999999,19,2,1,2,1,17900,17900,422,1,0,2
678500022,425885.6185,4650729.522,6785,22,6785,25,1,1,-999999,0,0,-999999,21,2,2,1,1,38500,38500,344,1,0,1
684400003,445121.0644,4616741.015,6844,3,6844,46,1,-999999,-999999,360,16,-999999,19,1,2,1,1,360,360,-999999,2,0,1
724900075,441338.5771,4628858.235,7249,75,7249,39,5,1,2,0,0,-999999,14,1,2,2,2,20800,20800,149,1,0,1
724900075,441338.5771,4628858.235,7249,75,7249,19,1,1,1,0,10,-999999,16,1,2,2,1,2500,2500,149,1,0,10
724900075,441338.5771,4628858.235,7249,75,7249,36,4,1,1,0,1,-999999,19,2,2,2,2,25000,25000,149,1,0,2
724900075,441338.5771,4628858.235,7249,75,7249,10,1,-999999,1,-999999,2,5,6,1,2,2,1,-999999,-999999,149,1,0,3
724900075,441338.5771,4628858.235,7249,75,7249,7,1,-999999,1,-999999,2,4,5,1,2,2,1,-999999,-999999,149,1,0,4
724900075,441338.5771,4628858.235,7249,75,7249,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,149,1,0,5
724900075,441338.5771,4628858.235,7249,75,7249,16,1,-999999,1,0,4,11,12,2,2,2,1,0,0,149,1,0,6
724900075,441338.5771,4628858.235,7249,75,7249,58,5,-999999,4,0,8,-999999,11,2,2,2,2,1200,1200,149,1,0,7
724900075,441338.5771,4628858.235,7249,75,7249,56,5,1,2,0,8,-999999,16,1,2,2,2,18000,18000,149,1,0,8
724900075,441338.5771,4628858.235,7249,75,7249,26,1,1,1,0,10,-999999,12,1,2,2,1,0,0,149,1,0,9
724900077,442156.5708,4627833.525,7249,77,7249,39,5,1,2,0,0,-999999,14,1,2,2,2,20800,20800,149,1,0,1
724900077,442156.5708,4627833.525,7249,77,7249,19,1,1,1,0,10,-999999,16,1,2,2,1,2500,2500,149,1,0,10
724900077,442156.5708,4627833.525,7249,77,7249,36,4,1,1,0,1,-999999,19,2,2,2,2,25000,25000,149,1,0,2
724900077,442156.5708,4627833.525,7249,77,7249,10,1,-999999,1,-999999,2,5,6,1,2,2,1,-999999,-999999,149,1,0,3
724900077,442156.5708,4627833.525,7249,77,7249,7,1,-999999,1,-999999,2,4,5,1,2,2,1,-999999,-999999,149,1,0,4
724900077,442156.5708,4627833.525,7249,77,7249,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,2,1,-999999,-999999,149,1,0,5
724900077,442156.5708,4627833.525,7249,77,7249,16,1,-999999,1,0,4,11,12,2,2,2,1,0,0,149,1,0,6
724900077,442156.5708,4627833.525,7249,77,7249,58,5,-999999,4,0,8,-999999,11,2,2,2,2,1200,1200,149,1,0,7
724900077,442156.5708,4627833.525,7249,77,7249,56,5,1,2,0,8,-999999,16,1,2,2,2,18000,18000,149,1,0,8
724900077,442156.5708,4627833.525,7249,77,7249,26,1,1,1,0,10,-999999,12,1,2,2,1,0,0,149,1,0,9
749100071,433890.4736,4640217.675,7491,71,7491,81,1,1,-999999,0,0,-999999,19,1,1,1,1,58900,66900,501,1,0,1
749100147,438622.2594,4621013.669,7491,147,7491,81,1,1,-999999,0,0,-999999,19,1,1,1,1,58900,66900,501,1,0,1
749100174,439241.5053,4627563.431,7491,174,7491,81,1,1,-999999,0,0,-999999,19,1,1,1,1,58900,66900,501,1,0,1
749100233,440104.7771,4647127.706,7491,233,7491,81,1,1,-999999,0,0,-999999,19,1,1,1,1,58900,66900,501,1,0,1
749100293,442956.4556,4616086.639,7491,293,7491,81,1,1,-999999,0,0,-999999,19,1,1,1,1,58900,66900,501,1,0,1
781400067,440401.8457,4626192.771,7814,67,7814,93,1,1,-999999,0,0,-999999,20,2,2,1,1,12000,12000,118,1,0,1
791800137,437546.8015,4627978.153,7918,137,7918,93,1,-999999,-999999,0,0,-999999,16,2,1,1,1,20900,49000,501,1,0,1
791800137,437546.8015,4627978.153,7918,137,7918,69,1,-999999,-999999,0,2,-999999,21,1,2,1,1,34700,74900,501,1,0,2
791800137,437546.8015,4627978.153,7918,137,7918,59,1,-999999,-999999,0,9,-999999,16,2,1,1,1,18200,23300,501,1,0,3
810100059,445926.3472,4632332.201,8101,59,8101,37,1,1,-999999,0,0,-999999,21,1,2,1,1,212000,221500,501,1,0,1
810100059,445926.3472,4632332.201,8101,59,8101,41,1,5,-999999,0,1,-999999,21,2,2,1,1,103000,108400,501,1,0,2
810100061,454580.76,4619326.699,8101,61,8101,37,1,1,-999999,0,0,-999999,21,1,2,1,1,212000,221500,501,1,0,1
810100061,454580.76,4619326.699,8101,61,8101,41,1,5,-999999,0,1,-999999,21,2,2,1,1,103000,108400,501,1,0,2
811000050,442130.8384,4623324.208,8110,50,8110,24,1,7,-999999,0,0,-999999,21,1,2,1,1,10000,18000,166,1,0,1
811000050,442130.8384,4623324.208,8110,50,8110,23,1,7,-999999,0,12,-999999,19,2,2,1,1,1500,11500,106,1,0,2
884500006,445530.8393,4634877.048,8845,6,8845,29,1,1,-999999,0,0,-999999,20,1,2,1,1,60000,61000,279,2,0,1
884500006,445530.8393,4634877.048,8845,6,8845,27,1,1,-999999,0,1,-999999,16,2,2,1,1,10000,10000,279,2,0,2
884500006,445530.8393,4634877.048,8845,6,8845,7,1,-999999,-999999,-999999,2,3,3,1,2,1,1,-999999,-999999,279,2,0,3
884500006,445530.8393,4634877.048,8845,6,8845,7,1,-999999,-999999,-999999,2,4,4,2,2,1,1,-999999,-999999,279,2,0,4
884500006,445530.8393,4634877.048,8845,6,8845,4,1,-999999,-999999,-999999,2,-999999,1,1,2,1,1,-999999,-999999,279,2,0,5
884500012,447054.7738,4615191.453,8845,12,8845,29,1,1,-999999,0,0,-999999,20,1,2,1,1,60000,61000,279,2,0,1
884500012,447054.7738,4615191.453,8845,12,8845,27,1,1,-999999,0,1,-999999,16,2,2,1,1,10000,10000,279,2,0,2
884500012,447054.7738,4615191.453,8845,12,8845,7,1,-999999,-999999,-999999,2,3,3,1,2,1,1,-999999,-999999,279,2,0,3
884500012,447054.7738,4615191.453,8845,12,8845,7,1,-999999,-999999,-999999,2,4,4,2,2,1,1,-999999,-999999,279,2,0,4
884500012,447054.7738,4615191.453,8845,12,8845,4,1,-999999,-999999,-999999,2,-999999,1,1,2,1,1,-999999,-999999,279,2,0,5
884500079,449827.5866,4621141.259,8845,79,8845,29,1,1,-999999,0,0,-999999,20,1,2,1,1,60000,61000,279,2,0,1
884500079,449827.5866,4621141.259,8845,79,8845,27,1,1,-999999,0,1,-999999,16,2,2,1,1,10000,10000,279,2,0,2
884500079,449827.5866,4621141.259,8845,79,8845,7,1,-999999,-999999,-999999,2,3,3,1,2,1,1,-999999,-999999,279,2,0,3
884500079,449827.5866,4621141.259,8845,79,8845,7,1,-999999,-999999,-999999,2,4,4,2,2,1,1,-999999,-999999,279,2,0,4
884500079,449827.5866,4621141.259,8845,79,8845,4,1,-999999,-999999,-999999,2,-999999,1,1,2,1,1,-999999,-999999,279,2,0,5
884500138,448031.9983,4625205.361,8845,138,8845,29,1,1,-999999,0,0,-999999,20,1,2,1,1,60000,61000,279,2,0,1
884500138,448031.9983,4625205.361,8845,138,8845,27,1,1,-999999,0,1,-999999,16,2,2,1,1,10000,10000,279,2,0,2
884500138,448031.9983,4625205.361,8845,138,8845,7,1,-999999,-999999,-999999,2,3,3,1,2,1,1,-999999,-999999,279,2,0,3
884500138,448031.9983,4625205.361,8845,138,8845,7,1,-999999,-999999,-999999,2,4,4,2,2,1,1,-999999,-999999,279,2,0,4
884500138,448031.9983,4625205.361,8845,138,8845,4,1,-999999,-999999,-999999,2,-999999,1,1,2,1,1,-999999,-999999,279,2,0,5
933700058,442672.0437,4639489.307,9337,58,9337,30,1,1,-999999,0,0,-999999,21,2,2,1,1,58000,61300,501,1,0,1
933700058,442672.0437,4639489.307,9337,58,9337,29,1,1,-999999,0,13,-999999,24,1,2,1,1,25000,25000,229,1,0,2
942900099,432848.5869,4643706.867,9429,99,9429,49,1,1,-999999,0,0,-999999,18,1,2,1,1,72000,62001,473,1,0,1
942900099,432848.5869,4643706.867,9429,99,9429,47,1,7,-999999,0,1,-999999,15,2,2,1,1,18000,18000,473,1,0,2
942900099,432848.5869,4643706.867,9429,99,9429,10,1,-999999,-999999,-999999,2,6,6,1,2,1,1,-999999,-999999,473,1,0,3
1083200000,432519.8573,4647548.44,10832,0,10832,57,1,3,-999999,0,0,-999999,19,2,2,1,1,35000,35000,471,1,0,1
1083200000,432519.8573,4647548.44,10832,0,10832,54,1,1,-999999,0,1,-999999,16,1,2,1,1,35000,35000,471,1,0,2
1083200000,432519.8573,4647548.44,10832,0,10832,27,1,1,-999999,0,2,-999999,16,1,2,1,1,6700,6700,471,1,0,3
1083200051,440755.8291,4627305.002,10832,51,10832,57,1,3,-999999,0,0,-999999,19,2,2,1,1,35000,35000,471,1,0,1
1083200051,440755.8291,4627305.002,10832,51,10832,54,1,1,-999999,0,1,-999999,16,1,2,1,1,35000,35000,471,1,0,2
1083200051,440755.8291,4627305.002,10832,51,10832,27,1,1,-999999,0,2,-999999,16,1,2,1,1,6700,6700,471,1,0,3
1083200073,455922.5875,4616646.471,10832,73,10832,57,1,3,-999999,0,0,-999999,19,2,2,1,1,35000,35000,471,1,0,1
1083200073,455922.5875,4616646.471,10832,73,10832,54,1,1,-999999,0,1,-999999,16,1,2,1,1,35000,35000,471,1,0,2
1083200073,455922.5875,4616646.471,10832,73,10832,27,1,1,-999999,0,2,-999999,16,1,2,1,1,6700,6700,471,1,0,3
1161200027,439311.3711,4639731.002,11612,27,11612,41,1,3,-999999,0,0,-999999,16,1,2,1,1,80000,80000,501,1,0,1
1161200027,439311.3711,4639731.002,11612,27,11612,40,1,5,-999999,0,1,-999999,19,2,2,1,1,60000,60000,501,1,0,2
1161200027,439311.3711,4639731.002,11612,27,11612,12,1,-999999,-999999,-999999,2,9,9,2,2,1,1,-999999,-999999,501,1,0,3
1161200027,439311.3711,4639731.002,11612,27,11612,9,1,-999999,-999999,-999999,2,6,6,1,2,1,1,-999999,-999999,501,1,0,4
1161200027,439311.3711,4639731.002,11612,27,11612,4,1,-999999,-999999,-999999,2,1,2,2,2,1,1,-999999,-999999,501,1,0,5
1161200033,447453.0978,4642560.151,11612,33,11612,41,1,3,-999999,0,0,-999999,16,1,2,1,1,80000,80000,501,1,0,1
1161200033,447453.0978,4642560.151,11612,33,11612,40,1,5,-999999,0,1,-999999,19,2,2,1,1,60000,60000,501,1,0,2
1161200033,447453.0978,4642560.151,11612,33,11612,12,1,-999999,-999999,-999999,2,9,9,2,2,1,1,-999999,-999999,501,1,0,3
